,Heading1Key,Heading1Label,Heading1TitleText,Heading2Key,Heading2TitleText,SectionKey,SectionLabel,SectionText,SubsectionKey,SubsectionLabel,SubsectionText,MarginalNoteKey,MarginalNote,ParagraphKey,ParagraphLabel,ParagraphText,SubparagraphKey,SubparagraphLabel,SubparagraphText,ClauseKey,ClauseLabel,ClauseText,SubclauseKey,SubclauseLabel,SubclauseText
186,115244,Part I,,115245,General,115554,17,"A person who commits an offence under compulsion by threats of immediate death or bodily harm from a person who is present when the offence is committed is excused for committing the offence if the person believes that the threats will be carried out and if the person is not a party to a conspiracy or association whereby the person is subject to compulsion, but this section does not apply where the offence that is committed is high treason or treason, murder, piracy, attempted murder, sexual assault, sexual assault with a weapon, threats to a third party or causing bodily harm, aggravated sexual assault, forcible abduction, hostage taking, robbery, assault with a weapon or causing bodily harm, aggravated assault, unlawfully causing bodily harm, arson or an offence under sections 280 to 283 (abduction and detention of young persons).",,,,115554,Compulsion by threats,,,,,,,,,,,,
187,115244,Part I,,115245,General,115558,18,No presumption arises that a married person who commits an offence does so under compulsion by reason only that the offence is committed in the presence of the spouse of that married person.,,,,,,,,,,,,,,,,,
188,115244,Part I,,115245,General,115558,18,No presumption arises that a married person who commits an offence does so under compulsion by reason only that the offence is committed in the presence of the spouse of that married person.,,,,115558,Compulsion of spouse,,,,,,,,,,,,
189,115244,Part I,,115245,General,115562,19,Ignorance of the law by a person who commits an offence is not an excuse for committing that offence.,,,,,,,,,,,,,,,,,
190,115244,Part I,,115245,General,115562,19,Ignorance of the law by a person who commits an offence is not an excuse for committing that offence.,,,,115562,Ignorance of the law,,,,,,,,,,,,
191,115244,Part I,,115245,General,1213007,20,"A warrant, summons, appearance notice, undertaking, release order or recognizance that is authorized by this Act may be executed, issued, given or entered into, as the case may be, on a holiday.",,,,,,,,,,,,,,,,,
192,115244,Part I,,115245,General,1213007,20,"A warrant, summons, appearance notice, undertaking, release order or recognizance that is authorized by this Act may be executed, issued, given or entered into, as the case may be, on a holiday.",,,,1213007,Certain acts on holidays valid,,,,,,,,,,,,
193,115244,Part I,,115570,Parties to Offences,115571,21,,115573,(1),Every one is a party to an offence who,115573,Parties to offence,115574,(a),actually commits it;,,,,,,,,,
194,115244,Part I,,115570,Parties to Offences,115571,21,,115573,(1),Every one is a party to an offence who,115573,Parties to offence,115575,(b),does or omits to do anything for the purpose of aiding any person to commit it; or,,,,,,,,,
195,115244,Part I,,115570,Parties to Offences,115571,21,,115573,(1),Every one is a party to an offence who,115573,Parties to offence,115576,(c),abets any person in committing it.,,,,,,,,,
196,115244,Part I,,115570,Parties to Offences,115571,21,,115577,(2),"Where two or more persons form an intention in common to carry out an unlawful purpose and to assist each other therein and any one of them, in carrying out the common purpose, commits an offence, each of them who knew or ought to have known that the commission of the offence would be a probable consequence of carrying out the common purpose is a party to that offence.",115577,Common intention,,,,,,,,,,,,
197,115244,Part I,,115570,Parties to Offences,115581,22,,115583,(1),"Where a person counsels another person to be a party to an offence and that other person is afterwards a party to that offence, the person who counselled is a party to that offence, notwithstanding that the offence was committed in a way different from that which was counselled.",115583,Person counselling offence,,,,,,,,,,,,
198,115244,Part I,,115570,Parties to Offences,115581,22,,115584,(2),Every one who counsels another person to be a party to an offence is a party to every offence that the other commits in consequence of the counselling that the person who counselled knew or ought to have known was likely to be committed in consequence of the counselling.,115584,Idem,,,,,,,,,,,,
199,115244,Part I,,115570,Parties to Offences,115581,22,,115586,(3),"For the purposes of this Act, counsel includes procure, solicit or incite.",115586,Definition of counsel,,,,,,,,,,,,
200,115244,Part I,,115570,Parties to Offences,115590,22.1,"In respect of an offence that requires the prosecution to prove negligence, an organization is a party to the offence if",,,,,,,,,,,,,,,,,
201,115244,Part I,,115570,Parties to Offences,115590,22.1,"In respect of an offence that requires the prosecution to prove negligence, an organization is a party to the offence if",,,,115590,Offences of negligence — organizations,,,,,,,,,,,,
202,115244,Part I,,115570,Parties to Offences,115598,22.2,"In respect of an offence that requires the prosecution to prove fault — other than negligence — an organization is a party to the offence if, with the intent at least in part to benefit the organization, one of its senior officers",,,,,,,,,,,,,,,,,
203,115244,Part I,,115570,Parties to Offences,115598,22.2,"In respect of an offence that requires the prosecution to prove fault — other than negligence — an organization is a party to the offence if, with the intent at least in part to benefit the organization, one of its senior officers",,,,115598,Other offences — organizations,,,,,,,,,,,,
204,115244,Part I,,115570,Parties to Offences,115605,23,,115607,(1),"An accessory after the fact to an offence is one who, knowing that a person has been a party to the offence, receives, comforts or assists that person for the purpose of enabling that person to escape.",115607,Accessory after the fact,,,,,,,,,,,,
205,115244,Part I,,115570,Parties to Offences,115605,23,,115608,(2),"[Repealed, 2000, c. 12, s. 92]",,,,,,,,,,,,,,
206,115244,Part I,,115570,Parties to Offences,115611,23.1,"For greater certainty, sections 21 to 23 apply in respect of an accused notwithstanding the fact that the person whom the accused aids or abets, counsels or procures or receives, comforts or assists cannot be convicted of the offence.",,,,,,,,,,,,,,,,,
207,115244,Part I,,115570,Parties to Offences,115611,23.1,"For greater certainty, sections 21 to 23 apply in respect of an accused notwithstanding the fact that the person whom the accused aids or abets, counsels or procures or receives, comforts or assists cannot be convicted of the offence.",,,,115611,Where one party cannot be convicted,,,,,,,,,,,,
208,115244,Part I,,115570,Parties to Offences,115615,24,,115617,(1),"Every one who, having an intent to commit an offence, does or omits to do anything for the purpose of carrying out the intention is guilty of an attempt to commit the offence whether or not it was possible under the circumstances to commit the offence.",115617,Attempts,,,,,,,,,,,,
209,115244,Part I,,115570,Parties to Offences,115615,24,,115618,(2),"The question whether an act or omission by a person who has an intent to commit an offence is or is not mere preparation to commit the offence, and too remote to constitute an attempt to commit the offence, is a question of law.",115618,Question of law,,,,,,,,,,,,
210,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115625,(1),Every one who is required or authorized by law to do anything in the administration or enforcement of the law,115625,Protection of persons acting under authority,115626,(a),"as a private person,",,,,,,,,,
211,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115625,(1),Every one who is required or authorized by law to do anything in the administration or enforcement of the law,115625,Protection of persons acting under authority,115627,(b),"as a peace officer or public officer,",,,,,,,,,
212,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115625,(1),Every one who is required or authorized by law to do anything in the administration or enforcement of the law,115625,Protection of persons acting under authority,115628,(c),"in aid of a peace officer or public officer, or",,,,,,,,,
213,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115625,(1),Every one who is required or authorized by law to do anything in the administration or enforcement of the law,115625,Protection of persons acting under authority,115629,(d),"by virtue of his office,",,,,,,,,,
214,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115631,(2),"Where a person is required or authorized by law to execute a process or to carry out a sentence, that person or any person who assists him is, if that person acts in good faith, justified in executing the process or in carrying out the sentence notwithstanding that the process or sentence is defective or that it was issued or imposed without jurisdiction or in excess of jurisdiction.",115631,Idem,,,,,,,,,,,,
215,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115633,(3),"Subject to subsections (4) and (5), a person is not justified for the purposes of subsection (1) in using force that is intended or is likely to cause death or grievous bodily harm unless the person believes on reasonable grounds that it is necessary for the self-preservation of the person or the preservation of any one under that person’s protection from death or grievous bodily harm.",115633,When not protected,,,,,,,,,,,,
216,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115635,(4),"A peace officer, and every person lawfully assisting the peace officer, is justified in using force that is intended or is likely to cause death or grievous bodily harm to a person to be arrested, if",115635,When protected,115637,(a),"the peace officer is proceeding lawfully to arrest, with or without warrant, the person to be arrested;",,,,,,,,,
217,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115635,(4),"A peace officer, and every person lawfully assisting the peace officer, is justified in using force that is intended or is likely to cause death or grievous bodily harm to a person to be arrested, if",115635,When protected,115638,(b),the offence for which the person is to be arrested is one for which that person may be arrested without warrant;,,,,,,,,,
218,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115635,(4),"A peace officer, and every person lawfully assisting the peace officer, is justified in using force that is intended or is likely to cause death or grievous bodily harm to a person to be arrested, if",115635,When protected,115639,(c),the person to be arrested takes flight to avoid arrest;,,,,,,,,,
219,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115635,(4),"A peace officer, and every person lawfully assisting the peace officer, is justified in using force that is intended or is likely to cause death or grievous bodily harm to a person to be arrested, if",115635,When protected,115640,(d),"the peace officer or other person using the force believes on reasonable grounds that the force is necessary for the purpose of protecting the peace officer, the person lawfully assisting the peace officer or any other person from imminent or future death or grievous bodily harm; and",,,,,,,,,
220,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115635,(4),"A peace officer, and every person lawfully assisting the peace officer, is justified in using force that is intended or is likely to cause death or grievous bodily harm to a person to be arrested, if",115635,When protected,115641,(e),the flight cannot be prevented by reasonable means in a less violent manner.,,,,,,,,,
221,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115642,(5),"A peace officer is justified in using force that is intended or is likely to cause death or grievous bodily harm against an inmate who is escaping from a penitentiary within the meaning of subsection 2(1) of the Corrections and Conditional Release Act, if",115642,Power in case of escape from penitentiary,115644,(a),the peace officer believes on reasonable grounds that any of the inmates of the penitentiary poses a threat of death or grievous bodily harm to the peace officer or any other person; and,,,,,,,,,
222,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115623,25,,115642,(5),"A peace officer is justified in using force that is intended or is likely to cause death or grievous bodily harm against an inmate who is escaping from a penitentiary within the meaning of subsection 2(1) of the Corrections and Conditional Release Act, if",115642,Power in case of escape from penitentiary,115645,(b),the escape cannot be prevented by reasonable means in a less violent manner.,,,,,,,,,
223,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115650,(1),The following definitions apply in this section and sections 25.2 to 25.4.,115650,Definitions,,,,,,,,,,,,
224,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115657,(2),"It is in the public interest to ensure that public officers may effectively carry out their law enforcement duties in accordance with the rule of law and, to that end, to expressly recognize in law a justification for public officers and other persons acting at their direction to commit acts or omissions that would otherwise constitute offences.",115657,Principle,,,,,,,,,,,,
225,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115659,(3),A competent authority may designate public officers for the purposes of this section and sections 25.2 to 25.4.,115659,Designation of public officers,,,,,,,,,,,,
226,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115661,(3.1),A competent authority referred to in paragraph (a) or (b) of the definition of that term in subsection (1) may not designate any public officer under subsection (3) unless there is a public authority composed of persons who are not peace officers that may review the public officer’s conduct.,115661,Condition — civilian oversight,,,,,,,,,,,,
227,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115663,(3.2),"The Governor in Council or the lieutenant governor in council of a province, as the case may be, may designate a person or body as a public authority for the purposes of subsection (3.1), and that designation is conclusive evidence that the person or body is a public authority described in that subsection.",115663,Declaration as evidence,,,,,,,,,,,,
228,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115665,(4),"The competent authority shall make designations under subsection (3) on the advice of a senior official and shall consider the nature of the duties performed by the public officer in relation to law enforcement generally, rather than in relation to any particular investigation or enforcement activity.",115665,Considerations,,,,,,,,,,,,
229,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115667,(5),A competent authority may designate senior officials for the purposes of this section and sections 25.2 to 25.4.,115667,Designation of senior officials,,,,,,,,,,,,
230,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115669,(6),A senior official may designate a public officer for the purposes of this section and sections 25.2 to 25.4 for a period of not more than 48 hours if the senior official is of the opinion that,115669,Emergency designation,115671,(a),"by reason of exigent circumstances, it is not feasible for the competent authority to designate a public officer under subsection (3); and",,,,,,,,,
231,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115669,(6),A senior official may designate a public officer for the purposes of this section and sections 25.2 to 25.4 for a period of not more than 48 hours if the senior official is of the opinion that,115669,Emergency designation,115672,(b),"in the circumstances of the case, the public officer would be justified in committing an act or omission that would otherwise constitute an offence.",,,,,,,,,
232,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115674,(7),"A designation under subsection (3) or (6) may be made subject to conditions, including conditions limiting",115674,Conditions,115676,(a),the duration of the designation;,,,,,,,,,
233,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115674,(7),"A designation under subsection (3) or (6) may be made subject to conditions, including conditions limiting",115674,Conditions,115677,(b),"the nature of the conduct in the investigation of which a public officer may be justified in committing, or directing another person to commit, acts or omissions that would otherwise constitute an offence; and",,,,,,,,,
234,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115674,(7),"A designation under subsection (3) or (6) may be made subject to conditions, including conditions limiting",115674,Conditions,115678,(c),the acts or omissions that would otherwise constitute an offence and that a public officer may be justified in committing or directing another person to commit.,,,,,,,,,
235,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115679,(8),A public officer is justified in committing an act or omission — or in directing the commission of an act or omission under subsection (10) — that would otherwise constitute an offence if the public officer,115679,Justification for acts or omissions,115681,(a),"is engaged in the investigation of an offence under, or the enforcement of, an Act of Parliament or in the investigation of criminal activity;",,,,,,,,,
236,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115679,(8),A public officer is justified in committing an act or omission — or in directing the commission of an act or omission under subsection (10) — that would otherwise constitute an offence if the public officer,115679,Justification for acts or omissions,115682,(b),is designated under subsection (3) or (6); and,,,,,,,,,
237,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115679,(8),A public officer is justified in committing an act or omission — or in directing the commission of an act or omission under subsection (10) — that would otherwise constitute an offence if the public officer,115679,Justification for acts or omissions,115683,(c),"believes on reasonable grounds that the commission of the act or omission, as compared to the nature of the offence or criminal activity being investigated, is reasonable and proportional in the circumstances, having regard to such matters as the nature of the act or omission, the nature of the investigation and the reasonable availability of other means for carrying out the public officer’s law enforcement duties.",,,,,,,,,
238,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115684,(9),"No public officer is justified in committing an act or omission that would otherwise constitute an offence and that would be likely to result in loss of or serious damage to property, or in directing the commission of an act or omission under subsection (10), unless, in addition to meeting the conditions set out in paragraphs (8)(a) to (c), he or she",115684,Requirements for certain acts,115686,(a),"is personally authorized in writing to commit the act or omission — or direct its commission — by a senior official who believes on reasonable grounds that committing the act or omission, as compared to the nature of the offence or criminal activity being investigated, is reasonable and proportional in the circumstances, having regard to such matters as the nature of the act or omission, the nature of the investigation and the reasonable availability of other means for carrying out the public officer’s law enforcement duties; or",,,,,,,,,
239,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115684,(9),"No public officer is justified in committing an act or omission that would otherwise constitute an offence and that would be likely to result in loss of or serious damage to property, or in directing the commission of an act or omission under subsection (10), unless, in addition to meeting the conditions set out in paragraphs (8)(a) to (c), he or she",115684,Requirements for certain acts,115687,(b),believes on reasonable grounds that the grounds for obtaining an authorization under paragraph (a) exist but it is not feasible in the circumstances to obtain the authorization and that the act or omission is necessary to,115688,(i),"preserve the life or safety of any person,",,,,,,
240,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115684,(9),"No public officer is justified in committing an act or omission that would otherwise constitute an offence and that would be likely to result in loss of or serious damage to property, or in directing the commission of an act or omission under subsection (10), unless, in addition to meeting the conditions set out in paragraphs (8)(a) to (c), he or she",115684,Requirements for certain acts,115687,(b),believes on reasonable grounds that the grounds for obtaining an authorization under paragraph (a) exist but it is not feasible in the circumstances to obtain the authorization and that the act or omission is necessary to,115689,(ii),"prevent the compromise of the identity of a public officer acting in an undercover capacity, of a confidential informant or of a person acting covertly under the direction and control of a public officer, or",,,,,,
241,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115684,(9),"No public officer is justified in committing an act or omission that would otherwise constitute an offence and that would be likely to result in loss of or serious damage to property, or in directing the commission of an act or omission under subsection (10), unless, in addition to meeting the conditions set out in paragraphs (8)(a) to (c), he or she",115684,Requirements for certain acts,115687,(b),believes on reasonable grounds that the grounds for obtaining an authorization under paragraph (a) exist but it is not feasible in the circumstances to obtain the authorization and that the act or omission is necessary to,115690,(iii),prevent the imminent loss or destruction of evidence of an indictable offence.,,,,,,
242,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115691,(10),A person who commits an act or omission that would otherwise constitute an offence is justified in committing it if,115691,Person acting at direction of public officer,115693,(a),a public officer directs him or her to commit that act or omission and the person believes on reasonable grounds that the public officer has the authority to give that direction; and,,,,,,,,,
243,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115691,(10),A person who commits an act or omission that would otherwise constitute an offence is justified in committing it if,115691,Person acting at direction of public officer,115694,(b),he or she believes on reasonable grounds that the commission of that act or omission is for the purpose of assisting the public officer in the public officer’s law enforcement duties.,,,,,,,,,
244,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115695,(11),Nothing in this section justifies,115695,Limitation,115697,(a),the intentional or criminally negligent causing of death or bodily harm to another person;,,,,,,,,,
245,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115695,(11),Nothing in this section justifies,115695,Limitation,115698,(b),"the wilful attempt in any manner to obstruct, pervert or defeat the course of justice; or",,,,,,,,,
246,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115695,(11),Nothing in this section justifies,115695,Limitation,115699,(c),conduct that would violate the sexual integrity of an individual.,,,,,,,,,
247,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115700,(12),"Nothing in this section affects the protection, defences and immunities of peace officers and other persons recognized under the law of Canada.",115700,"Protection, defences and immunities unaffected",,,,,,,,,,,,
248,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115702,(13),Nothing in this section relieves a public officer of criminal liability for failing to comply with any other requirements that govern the collection of evidence.,115702,Compliance with requirements,,,,,,,,,,,,
249,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115648,25.1,,115704,(14),Nothing in this section justifies a public officer or a person acting at his or her direction in committing an act or omission — or a public officer in directing the commission of an act or omission — that constitutes an offence under a provision of Part I of the Controlled Drugs and Substances Act or of the regulations made under it or a provision of Division 1 of Part 1 of the Cannabis Act.,115704,Exception — Controlled Drugs and Substances Act and Cannabis Act,,,,,,,,,,,,
250,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115708,25.2,"Every public officer who commits an act or omission — or directs the commission by another person of an act or omission — under paragraph 25.1(9)(a) or (b) shall, as soon as is feasible after the commission of the act or omission, file a written report with the appropriate senior official describing the act or omission.",,,,,,,,,,,,,,,,,
251,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115708,25.2,"Every public officer who commits an act or omission — or directs the commission by another person of an act or omission — under paragraph 25.1(9)(a) or (b) shall, as soon as is feasible after the commission of the act or omission, file a written report with the appropriate senior official describing the act or omission.",,,,115708,Public officer to file report,,,,,,,,,,,,
252,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115714,(1),"Every competent authority shall publish or otherwise make available to the public an annual report for the previous year that includes, in respect of public officers and senior officials designated by the competent authority,",115714,Annual report,115715,(a),the number of designations made under subsection 25.1(6) by the senior officials;,,,,,,,,,
253,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115714,(1),"Every competent authority shall publish or otherwise make available to the public an annual report for the previous year that includes, in respect of public officers and senior officials designated by the competent authority,",115714,Annual report,115716,(b),the number of authorizations made under paragraph 25.1(9)(a) by the senior officials;,,,,,,,,,
254,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115714,(1),"Every competent authority shall publish or otherwise make available to the public an annual report for the previous year that includes, in respect of public officers and senior officials designated by the competent authority,",115714,Annual report,115717,(c),the number of times that acts and omissions were committed in accordance with paragraph 25.1(9)(b) by the public officers;,,,,,,,,,
255,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115714,(1),"Every competent authority shall publish or otherwise make available to the public an annual report for the previous year that includes, in respect of public officers and senior officials designated by the competent authority,",115714,Annual report,115718,(d),the nature of the conduct being investigated when the designations referred to in paragraph (a) or the authorizations referred to in paragraph (b) were made or when the acts or omissions referred to in paragraph (c) were committed; and,,,,,,,,,
256,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115714,(1),"Every competent authority shall publish or otherwise make available to the public an annual report for the previous year that includes, in respect of public officers and senior officials designated by the competent authority,",115714,Annual report,115719,(e),"the nature of the acts or omissions committed under the designations referred to in paragraph (a), under the authorizations referred to in paragraph (b) and in the manner described in paragraph (c).",,,,,,,,,
257,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115720,(2),The annual report shall not contain any information the disclosure of which would,115720,Limitation,115722,(a),compromise or hinder an ongoing investigation of an offence under an Act of Parliament;,,,,,,,,,
258,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115720,(2),The annual report shall not contain any information the disclosure of which would,115720,Limitation,115723,(b),"compromise the identity of a public officer acting in an undercover capacity, of a confidential informant or of a person acting covertly under the direction and control of a public officer;",,,,,,,,,
259,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115720,(2),The annual report shall not contain any information the disclosure of which would,115720,Limitation,115724,(c),endanger the life or safety of any person;,,,,,,,,,
260,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115720,(2),The annual report shall not contain any information the disclosure of which would,115720,Limitation,115725,(d),prejudice a legal proceeding; or,,,,,,,,,
261,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115712,25.3,,115720,(2),The annual report shall not contain any information the disclosure of which would,115720,Limitation,115726,(e),otherwise be contrary to the public interest.,,,,,,,,,
262,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115729,25.4,,115731,(1),"When a public officer commits an act or omission — or directs the commission by another person of an act or omission — under paragraph 25.1(9)(a) or (b), the senior official with whom the public officer files a written report under section 25.2 shall, as soon as is feasible after the report is filed, and no later than one year after the commission of the act or omission, notify in writing any person whose property was lost or seriously damaged as a result of the act or omission.",115731,Written notification to be given,,,,,,,,,,,,
263,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115729,25.4,,115732,(2),The competent authority may authorize the senior official not to notify the person under subsection (1) until the competent authority is of the opinion that notification would not,115732,Limitation,115734,(a),compromise or hinder an ongoing investigation of an offence under an Act of Parliament;,,,,,,,,,
264,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115729,25.4,,115732,(2),The competent authority may authorize the senior official not to notify the person under subsection (1) until the competent authority is of the opinion that notification would not,115732,Limitation,115735,(b),"compromise the identity of a public officer acting in an undercover capacity, of a confidential informant or of a person acting covertly under the direction and control of a public officer;",,,,,,,,,
265,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115729,25.4,,115732,(2),The competent authority may authorize the senior official not to notify the person under subsection (1) until the competent authority is of the opinion that notification would not,115732,Limitation,115736,(c),endanger the life or safety of any person;,,,,,,,,,
266,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115729,25.4,,115732,(2),The competent authority may authorize the senior official not to notify the person under subsection (1) until the competent authority is of the opinion that notification would not,115732,Limitation,115737,(d),prejudice a legal proceeding; or,,,,,,,,,
267,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115729,25.4,,115732,(2),The competent authority may authorize the senior official not to notify the person under subsection (1) until the competent authority is of the opinion that notification would not,115732,Limitation,115738,(e),otherwise be contrary to the public interest.,,,,,,,,,
268,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115741,26,Every one who is authorized by law to use force is criminally responsible for any excess thereof according to the nature and quality of the act that constitutes the excess.,,,,,,,,,,,,,,,,,
269,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115741,26,Every one who is authorized by law to use force is criminally responsible for any excess thereof according to the nature and quality of the act that constitutes the excess.,,,,115741,Excessive force,,,,,,,,,,,,
270,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115745,27,Every one is justified in using as much force as is reasonably necessary,,,,,,,,,,,,,,,,,
271,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115745,27,Every one is justified in using as much force as is reasonably necessary,,,,115745,Use of force to prevent commission of offence,,,,,,,,,,,,
272,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115753,27.1,,115755,(1),"Every person on an aircraft in flight is justified in using as much force as is reasonably necessary to prevent the commission of an offence against this Act or another Act of Parliament that the person believes on reasonable grounds, if it were committed, would be likely to cause immediate and serious injury to the aircraft or to any person or property therein.",115755,Use of force on board an aircraft,,,,,,,,,,,,
273,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115753,27.1,,115756,(2),This section applies in respect of any aircraft in flight in Canadian airspace and in respect of any aircraft registered in Canada in accordance with the regulations made under the Aeronautics Act in flight outside Canadian airspace.,115756,Application of this section,,,,,,,,,,,,
274,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115760,28,,115762,(1),"Where a person who is authorized to execute a warrant to arrest believes, in good faith and on reasonable grounds, that the person whom he arrests is the person named in the warrant, he is protected from criminal responsibility in respect thereof to the same extent as if that person were the person named in the warrant.",115762,Arrest of wrong person,,,,,,,,,,,,
275,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115760,28,,115763,(2),"Where a person is authorized to execute a warrant to arrest,",115763,Person assisting,115765,(a),"every one who, being called on to assist him, believes that the person in whose arrest he is called on to assist is the person named in the warrant, and",,,,,,,,,
276,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115760,28,,115763,(2),"Where a person is authorized to execute a warrant to arrest,",115763,Person assisting,115766,(b),"every keeper of a prison who is required to receive and detain a person who he believes has been arrested under the warrant,",,,,,,,,,
277,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115770,29,,115772,(1),"It is the duty of every one who executes a process or warrant to have it with him, where it is feasible to do so, and to produce it when requested to do so.",115772,Duty of person arresting,,,,,,,,,,,,
278,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115770,29,,115773,(2),"It is the duty of every one who arrests a person, whether with or without a warrant, to give notice to that person, where it is feasible to do so, of",115773,Notice,115775,(a),the process or warrant under which he makes the arrest; or,,,,,,,,,
279,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115770,29,,115773,(2),"It is the duty of every one who arrests a person, whether with or without a warrant, to give notice to that person, where it is feasible to do so, of",115773,Notice,115776,(b),the reason for the arrest.,,,,,,,,,
280,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115770,29,,115777,(3),"Failure to comply with subsection (1) or (2) does not of itself deprive a person who executes a process or warrant, or a person who makes an arrest, or those who assist them, of protection from criminal responsibility.",115777,Failure to comply,,,,,,,,,,,,
281,115244,Part I,,115622,Protection of Persons Administering and Enforcing the Law,115781,30,"Every one who witnesses a breach of the peace is justified in interfering to prevent the continuance or renewal thereof and may detain any person who commits or is about to join in or to renew the breach of the peace, for the purpose of giving him into the custody of a peace officer, if he uses no more force than is reasonably necessary to prevent the continuance or renewal of the breach of the peace or than is reasonably proportioned to the danger to be apprehended from the continuance or renewal of the breach of the peace.",,,,,,,,,,,,,,,,,
